"TimePeriod","GeoTypeDesc","GeoID","GeoRank","Geography","Mean ppb","10th percentile ppb","90th percentile ppb"
"Annual Average 2016","UHF 42","302","4","Central Harlem - Morningside Heights","17.0","15.4","18.3"
"Annual Average 2016","UHF 42","303","4","East Harlem","18.7","16.1","21.7"
"Annual Average 2016","UHF 42","304","4","Upper West Side","22.1","16.8","29.0"
"Annual Average 2016","UHF 42","305","4","Upper East Side","27.2","18.4","36.3"
"Annual Average 2016","UHF 42","306","4","Chelsea - Clinton","28.5","19.2","36.2"
"Annual Average 2016","UHF 42","307","4","Gramercy Park - Murray Hill","28.8","22.9","34.6"
"Annual Average 2016","UHF 42","308","4","Greenwich Village - SoHo","32.7","22.7","45.1"
"Annual Average 2016","UHF 42","309","4","Union Square - Lower East Side","26.8","17.4","36.4"
"Annual Average 2016","UHF 42","310","4","Lower Manhattan","24.1","20.4","28.2"
"Annual Average 2016","UHF 42","401","4","Long Island City - Astoria","16.7","14.3","19.0"
"Annual Average 2016","UHF 42","402","4","West Queens","17.2","14.8","19.7"
"Annual Average 2016","UHF 42","403","4","Flushing - Clearview","15.1","13.4","18.0"
"Annual Average 2016","UHF 42","404","4","Bayside - Little Neck","15.3","13.3","18.4"
"Annual Average 2016","UHF 42","405","4","Ridgewood - Forest Hills","17.4","15.4","19.9"
"Annual Average 2016","UHF 42","406","4","Fresh Meadows","15.9","14.0","18.0"
"Annual Average 2016","UHF 42","407","4","Southwest Queens","16.5","14.9","18.7"
"Annual Average 2016","UHF 42","408","4","Jamaica","15.8","14.3","17.8"
"Annual Average 2016","UHF 42","409","4","Southeast Queens","14.4","13.6","15.4"
"Annual Average 2016","UHF 42","410","4","Rockaways","13.6","12.5","14.4"
"Annual Average 2016","UHF 42","501","4","Port Richmond","11.5","10.2","12.5"
"Annual Average 2016","UHF 42","502","4","Stapleton - St. George","12.6","10.9","14.5"
"Annual Average 2016","UHF 42","503","4","Willowbrook","10.7","9.2","13.1"
"Annual Average 2016","UHF 42","504","4","South Beach - Tottenville","9.1","7.9","10.5"
"Annual Average 2015","UHF 42","101","4","Kingsbridge - Riverdale","15.1","11.3","22.0"
"Annual Average 2015","UHF 42","102","4","Northeast Bronx","16.6","13.7","21.4"
"Annual Average 2015","UHF 42","103","4","Fordham - Bronx Pk","18.1","13.7","22.5"
"Annual Average 2015","UHF 42","104","4","Pelham - Throgs Neck","18.0","13.8","23.5"
"Annual Average 2015","UHF 42","105","4","Crotona -Tremont","21.1","17.3","25.4"
"Annual Average 2015","UHF 42","106","4","High Bridge - Morrisania","21.0","17.9","23.9"
"Annual Average 2015","UHF 42","107","4","Hunts Point - Mott Haven","18.4","13.6","23.3"
"Annual Average 2015","UHF 42","201","4","Greenpoint","20.9","16.8","26.3"
"Annual Average 2015","UHF 42","202","4","Downtown - Heights - Slope","21.6","16.0","27.3"
"Annual Average 2015","UHF 42","203","4","Bedford Stuyvesant - Crown Heights","19.7","17.4","21.9"
"Annual Average 2015","UHF 42","204","4","East New York","18.9","15.7","22.9"
"Annual Average 2015","UHF 42","205","4","Sunset Park","18.2","13.9","23.6"
"Annual Average 2015","UHF 42","206","4","Borough Park","18.0","16.0","20.1"
"Annual Average 2015","UHF 42","207","4","East Flatbush - Flatbush","19.6","16.4","23.0"
"Annual Average 2015","UHF 42","208","4","Canarsie - Flatlands","16.6","14.8","19.1"
"Annual Average 2015","UHF 42","209","4","Bensonhurst - Bay Ridge","16.8","14.1","20.2"
"Annual Average 2015","UHF 42","210","4","Coney Island - Sheepshead Bay","16.5","14.3","19.0"
"Annual Average 2015","UHF 42","211","4","Williamsburg - Bushwick","19.1","17.7","20.6"
"Annual Average 2015","UHF 42","301","4","Washington Heights","21.1","15.3","26.7"
"Annual Average 2015","UHF 42","302","4","Central Harlem - Morningside Heights","21.3","19.1","23.0"
"Annual Average 2015","UHF 42","303","4","East Harlem","23.6","19.7","27.3"
"Annual Average 2015","UHF 42","304","4","Upper West Side","30.0","23.2","37.1"
"Annual Average 2015","UHF 42","305","4","Upper East Side","34.1","21.3","43.8"
"Annual Average 2015","UHF 42","306","4","Chelsea - Clinton","34.3","22.9","43.9"
"Annual Average 2015","UHF 42","307","4","Gramercy Park - Murray Hill","39.2","30.3","46.5"
"Annual Average 2015","UHF 42","308","4","Greenwich Village - SoHo","33.6","25.8","40.0"
"Annual Average 2015","UHF 42","309","4","Union Square - Lower East Side","29.2","19.8","38.3"
"Annual Average 2015","UHF 42","310","4","Lower Manhattan","28.6","23.8","33.0"
"Annual Average 2015","UHF 42","401","4","Long Island City - Astoria","19.1","16.1","22.1"
"Annual Average 2015","UHF 42","402","4","West Queens","19.3","16.2","22.7"
"Annual Average 2015","UHF 42","403","4","Flushing - Clearview","17.1","14.5","21.1"
"Annual Average 2015","UHF 42","404","4","Bayside - Little Neck","17.6","14.7","22.0"
"Annual Average 2015","UHF 42","405","4","Ridgewood - Forest Hills","18.8","15.6","22.7"
"Annual Average 2015","UHF 42","406","4","Fresh Meadows","18.1","15.4","21.4"
"Annual Average 2015","UHF 42","407","4","Southwest Queens","18.0","15.7","21.1"
"Annual Average 2015","UHF 42","408","4","Jamaica","17.9","15.9","20.8"
"Annual Average 2015","UHF 42","409","4","Southeast Queens","16.7","15.5","18.3"
"Annual Average 2015","UHF 42","410","4","Rockaways","16.0","14.2","17.3"
"Annual Average 2015","UHF 42","501","4","Port Richmond","11.8","9.5","13.7"
"Annual Average 2015","UHF 42","502","4","Stapleton - St. George","13.6","11.2","16.3"
"Annual Average 2015","UHF 42","503","4","Willowbrook","11.3","8.5","15.2"
"Annual Average 2015","UHF 42","504","4","South Beach - Tottenville","9.8","7.8","11.9"
"Annual Average 2014","UHF 42","101","4","Kingsbridge - Riverdale","18.7","14.7","25.6"
"Annual Average 2014","UHF 42","102","4","Northeast Bronx","18.0","14.9","22.5"
"Annual Average 2014","UHF 42","103","4","Fordham - Bronx Pk","21.2","16.3","26.5"
"Annual Average 2014","UHF 42","104","4","Pelham - Throgs Neck","19.4","14.9","25.4"
"Annual Average 2014","UHF 42","105","4","Crotona -Tremont","24.7","20.3","29.1"
"Annual Average 2014","UHF 42","106","4","High Bridge - Morrisania","25.1","21.6","28.2"
"Annual Average 2014","UHF 42","107","4","Hunts Point - Mott Haven","21.6","16.1","27.1"
"Annual Average 2014","UHF 42","201","4","Greenpoint","25.0","20.9","30.5"
"Annual Average 2014","UHF 42","202","4","Downtown - Heights - Slope","25.3","19.3","31.8"
"Annual Average 2014","UHF 42","203","4","Bedford Stuyvesant - Crown Heights","22.6","19.8","25.5"
"Annual Average 2014","UHF 42","204","4","East New York","21.1","18.1","25.0"
"Annual Average 2014","UHF 42","205","4","Sunset Park","21.0","16.7","26.6"
"Annual Average 2014","UHF 42","206","4","Borough Park","20.1","18.0","22.6"
"Annual Average 2014","UHF 42","207","4","East Flatbush - Flatbush","22.2","18.3","26.1"
"Annual Average 2014","UHF 42","208","4","Canarsie - Flatlands","18.2","16.1","20.8"
"Annual Average 2014","UHF 42","209","4","Bensonhurst - Bay Ridge","18.4","15.6","22.2"
"Annual Average 2014","UHF 42","210","4","Coney Island - Sheepshead Bay","17.3","14.6","20.2"
"Annual Average 2014","UHF 42","211","4","Williamsburg - Bushwick","22.7","20.6","24.5"
"Annual Average 2014","UHF 42","301","4","Washington Heights","26.0","19.4","32.2"
"Annual Average 2014","UHF 42","302","4","Central Harlem - Morningside Heights","26.7","24.2","28.9"
"Annual Average 2014","UHF 42","303","4","East Harlem","28.5","24.1","32.8"
"Annual Average 2014","UHF 42","304","4","Upper West Side","36.9","29.2","45.3"
"Annual Average 2014","UHF 42","305","4","Upper East Side","41.2","26.3","52.4"
"Annual Average 2014","UHF 42","306","4","Chelsea - Clinton","41.4","28.3","52.0"
"Annual Average 2014","UHF 42","307","4","Gramercy Park - Murray Hill","45.5","35.6","53.5"
"Annual Average 2014","UHF 42","308","4","Greenwich Village - SoHo","41.2","32.1","48.9"
"Annual Average 2014","UHF 42","309","4","Union Square - Lower East Side","35.6","24.3","46.3"
"Annual Average 2014","UHF 42","310","4","Lower Manhattan","33.7","28.6","38.5"
"Annual Average 2014","UHF 42","401","4","Long Island City - Astoria","23.4","19.9","26.9"
"Annual Average 2014","UHF 42","402","4","West Queens","22.3","18.7","26.3"
"Annual Average 2014","UHF 42","403","4","Flushing - Clearview","18.1","15.3","22.7"
"Annual Average 2014","UHF 42","404","4","Bayside - Little Neck","17.5","14.5","22.0"
"Annual Average 2014","UHF 42","405","4","Ridgewood - Forest Hills","21.4","18.2","25.5"
"Annual Average 2014","UHF 42","406","4","Fresh Meadows","19.1","16.0","22.5"
"Annual Average 2014","UHF 42","407","4","Southwest Queens","19.6","17.2","22.8"
"Annual Average 2014","UHF 42","408","4","Jamaica","18.5","16.3","22.0"
"Annual Average 2014","UHF 42","409","4","Southeast Queens","16.2","14.8","18.1"
"Annual Average 2014","UHF 42","410","4","Rockaways","15.6","14.3","16.8"
"Annual Average 2014","UHF 42","501","4","Port Richmond","14.4","12.3","16.2"
"Annual Average 2014","UHF 42","502","4","Stapleton - St. George","15.4","12.6","18.3"
"Annual Average 2014","UHF 42","503","4","Willowbrook","13.0","10.4","17.2"
"Annual Average 2014","UHF 42","504","4","South Beach - Tottenville","10.1","7.7","12.6"
"Annual Average 2013","UHF 42","101","4","Kingsbridge - Riverdale","15.2","10.8","22.4"
"Annual Average 2013","UHF 42","102","4","Northeast Bronx","15.5","12.3","20.2"
"Annual Average 2013","UHF 42","103","4","Fordham - Bronx Pk","18.4","13.1","23.8"
"Annual Average 2013","UHF 42","104","4","Pelham - Throgs Neck","16.9","12.5","22.8"
"Annual Average 2013","UHF 42","105","4","Crotona -Tremont","21.3","16.9","25.8"
"Annual Average 2013","UHF 42","106","4","High Bridge - Morrisania","21.2","17.6","24.6"
"Annual Average 2013","UHF 42","107","4","Hunts Point - Mott Haven","17.7","12.3","23.0"
"Annual Average 2013","UHF 42","201","4","Greenpoint","18.9","14.8","24.4"
"Annual Average 2013","UHF 42","202","4","Downtown - Heights - Slope","19.6","13.5","26.1"
"Annual Average 2013","UHF 42","203","4","Bedford Stuyvesant - Crown Heights","17.5","14.8","20.5"
"Annual Average 2013","UHF 42","204","4","East New York","16.7","13.6","20.8"
"Annual Average 2013","UHF 42","205","4","Sunset Park","16.4","11.9","22.1"
"Annual Average 2013","UHF 42","206","4","Borough Park","16.4","14.3","18.8"
"Annual Average 2013","UHF 42","207","4","East Flatbush - Flatbush","18.0","14.4","21.7"
"Annual Average 2013","UHF 42","208","4","Canarsie - Flatlands","14.8","13.3","17.0"
"Annual Average 2013","UHF 42","209","4","Bensonhurst - Bay Ridge","15.4","12.5","18.9"
"Annual Average 2013","UHF 42","210","4","Coney Island - Sheepshead Bay","15.2","13.0","17.9"
"Annual Average 2013","UHF 42","211","4","Williamsburg - Bushwick","17.1","15.0","18.9"
"Annual Average 2013","UHF 42","301","4","Washington Heights","22.1","15.5","28.4"
"Annual Average 2013","UHF 42","302","4","Central Harlem - Morningside Heights","22.1","19.5","24.3"
"Annual Average 2013","UHF 42","303","4","East Harlem","23.7","19.1","28.3"
"Annual Average 2013","UHF 42","304","4","Upper West Side","32.8","24.3","42.0"
"Annual Average 2013","UHF 42","305","4","Upper East Side","37.6","20.3","50.5"
"Annual Average 2013","UHF 42","306","4","Chelsea - Clinton","36.4","22.0","48.3"
"Annual Average 2013","UHF 42","307","4","Gramercy Park - Murray Hill","40.9","30.3","49.6"
"Annual Average 2013","UHF 42","308","4","Greenwich Village - SoHo","36.0","26.1","44.3"
"Annual Average 2013","UHF 42","309","4","Union Square - Lower East Side","30.0","18.0","41.6"
"Annual Average 2013","UHF 42","310","4","Lower Manhattan","27.7","22.5","32.7"
"Annual Average 2013","UHF 42","401","4","Long Island City - Astoria","18.0","14.6","21.5"
"Annual Average 2013","UHF 42","402","4","West Queens","17.5","14.0","21.6"
"Annual Average 2013","UHF 42","403","4","Flushing - Clearview","15.9","13.0","20.1"
"Annual Average 2013","UHF 42","404","4","Bayside - Little Neck","16.8","13.8","21.2"
"Annual Average 2013","UHF 42","405","4","Ridgewood - Forest Hills","16.9","13.3","21.6"
"Annual Average 2013","UHF 42","406","4","Fresh Meadows","16.8","14.0","20.1"
"Annual Average 2013","UHF 42","407","4","Southwest Queens","16.3","14.0","19.5"
"Annual Average 2013","UHF 42","408","4","Jamaica","16.9","14.7","19.9"
"Annual Average 2013","UHF 42","409","4","Southeast Queens","16.0","14.8","17.6"
"Annual Average 2013","UHF 42","410","4","Rockaways","15.4","13.5","16.6"
"Annual Average 2013","UHF 42","501","4","Port Richmond","11.2","9.2","13.0"
"Annual Average 2013","UHF 42","502","4","Stapleton - St. George","12.6","10.5","15.2"
"Annual Average 2013","UHF 42","503","4","Willowbrook","11.2","8.9","14.9"
"Annual Average 2013","UHF 42","504","4","South Beach - Tottenville","10.8","9.3","12.4"
"Annual Average 2012","UHF 42","101","4","Kingsbridge - Riverdale","17.2","12.6","24.7"
"Annual Average 2012","UHF 42","102","4","Northeast Bronx","17.0","13.8","21.6"
"Annual Average 2012","UHF 42","103","4","Fordham - Bronx Pk","20.6","14.8","26.4"
"Annual Average 2012","UHF 42","104","4","Pelham - Throgs Neck","18.6","14.0","24.6"
"Annual Average 2012","UHF 42","105","4","Crotona -Tremont","23.6","18.9","28.4"
"Annual Average 2012","UHF 42","106","4","High Bridge - Morrisania","23.7","19.8","27.6"
"Annual Average 2012","UHF 42","107","4","Hunts Point - Mott Haven","19.8","14.0","25.3"
"Annual Average 2012","UHF 42","201","4","Greenpoint","21.5","17.0","26.9"
"Annual Average 2012","UHF 42","202","4","Downtown - Heights - Slope","22.0","15.8","28.8"
"Annual Average 2012","UHF 42","203","4","Bedford Stuyvesant - Crown Heights","20.0","17.1","23.0"
"Annual Average 2012","UHF 42","204","4","East New York","18.8","15.6","22.9"
"Annual Average 2012","UHF 42","205","4","Sunset Park","18.6","13.8","24.5"
"Annual Average 2012","UHF 42","206","4","Borough Park","18.3","16.2","20.7"
"Annual Average 2012","UHF 42","207","4","East Flatbush - Flatbush","20.0","16.2","24.0"
"Annual Average 2012","UHF 42","208","4","Canarsie - Flatlands","16.4","14.8","18.8"
"Annual Average 2012","UHF 42","209","4","Bensonhurst - Bay Ridge","17.2","14.1","21.0"
"Annual Average 2012","UHF 42","210","4","Coney Island - Sheepshead Bay","16.9","14.5","19.7"
"Annual Average 2012","UHF 42","211","4","Williamsburg - Bushwick","19.7","17.6","22.0"
"Annual Average 2012","UHF 42","301","4","Washington Heights","24.9","17.7","31.6"
"Annual Average 2012","UHF 42","302","4","Central Harlem - Morningside Heights","25.0","22.1","27.5"
"Annual Average 2012","UHF 42","303","4","East Harlem","26.4","21.5","31.4"
"Annual Average 2012","UHF 42","304","4","Upper West Side","36.8","27.5","47.3"
"Annual Average 2012","UHF 42","305","4","Upper East Side","42.1","22.6","56.4"
"Annual Average 2012","UHF 42","306","4","Chelsea - Clinton","40.5","24.6","53.6"
"Annual Average 2012","UHF 42","307","4","Gramercy Park - Murray Hill","45.1","33.4","54.6"
"Annual Average 2012","UHF 42","308","4","Greenwich Village - SoHo","40.1","29.1","49.0"
"Annual Average 2012","UHF 42","309","4","Union Square - Lower East Side","33.5","20.2","46.4"
"Annual Average 2012","UHF 42","310","4","Lower Manhattan","30.4","25.0","35.7"
"Annual Average 2012","UHF 42","401","4","Long Island City - Astoria","20.4","16.7","24.1"
"Annual Average 2012","UHF 42","402","4","West Queens","19.6","16.0","23.9"
"Annual Average 2012","UHF 42","403","4","Flushing - Clearview","17.7","14.7","22.1"
"Annual Average 2012","UHF 42","404","4","Bayside - Little Neck","18.4","15.2","22.7"
"Annual Average 2012","UHF 42","405","4","Ridgewood - Forest Hills","19.0","15.2","23.8"
"Annual Average 2012","UHF 42","406","4","Fresh Meadows","18.6","15.7","21.9"
"Annual Average 2012","UHF 42","407","4","Southwest Queens","18.2","15.8","21.4"
"Annual Average 2012","UHF 42","408","4","Jamaica","18.6","16.4","21.7"
"Annual Average 2012","UHF 42","409","4","Southeast Queens","17.5","16.3","19.2"
"Annual Average 2012","UHF 42","410","4","Rockaways","16.8","14.8","18.2"
"Annual Average 2012","UHF 42","501","4","Port Richmond","13.2","11.3","15.0"
"Annual Average 2012","UHF 42","502","4","Stapleton - St. George","14.5","12.3","17.2"
"Annual Average 2012","UHF 42","503","4","Willowbrook","13.2","10.8","16.8"
"Annual Average 2012","UHF 42","504","4","South Beach - Tottenville","12.6","11.2","14.2"
"Annual Average 2011","UHF 42","101","4","Kingsbridge - Riverdale","21.6","16.7","29.4"
"Annual Average 2011","UHF 42","102","4","Northeast Bronx","21.3","18.1","25.9"
"Annual Average 2011","UHF 42","103","4","Fordham - Bronx Pk","25.4","19.2","32.0"
"Annual Average 2011","UHF 42","104","4","Pelham - Throgs Neck","23.4","18.7","29.5"
"Annual Average 2011","UHF 42","105","4","Crotona -Tremont","28.7","23.8","33.9"
"Annual Average 2011","UHF 42","106","4","High Bridge - Morrisania","29.0","25.0","33.3"
"Annual Average 2011","UHF 42","107","4","Hunts Point - Mott Haven","24.9","18.8","30.7"
"Annual Average 2011","UHF 42","201","4","Greenpoint","27.5","22.6","33.1"
"Annual Average 2011","UHF 42","202","4","Downtown - Heights - Slope","27.9","21.2","35.0"
"Annual Average 2011","UHF 42","203","4","Bedford Stuyvesant - Crown Heights","25.9","22.8","29.3"
"Annual Average 2011","UHF 42","204","4","East New York","24.3","20.8","28.3"
"Annual Average 2011","UHF 42","205","4","Sunset Park","23.6","18.4","29.8"
"Annual Average 2011","UHF 42","206","4","Borough Park","23.0","20.6","25.6"
"Annual Average 2011","UHF 42","207","4","East Flatbush - Flatbush","25.2","20.8","29.8"
"Annual Average 2011","UHF 42","208","4","Canarsie - Flatlands","20.8","18.7","23.4"
"Annual Average 2011","UHF 42","209","4","Bensonhurst - Bay Ridge","21.3","17.9","25.4"
"Annual Average 2011","UHF 42","210","4","Coney Island - Sheepshead Bay","20.4","17.8","23.6"
"Annual Average 2011","UHF 42","211","4","Williamsburg - Bushwick","25.9","23.6","28.8"
"Annual Average 2011","UHF 42","301","4","Washington Heights","30.3","22.2","37.9"
"Annual Average 2011","UHF 42","302","4","Central Harlem - Morningside Heights","31.0","27.5","34.1"
"Annual Average 2011","UHF 42","303","4","East Harlem","32.2","26.7","37.6"
"Annual Average 2011","UHF 42","304","4","Upper West Side","44.0","33.5","56.1"
"Annual Average 2011","UHF 42","305","4","Upper East Side","49.9","27.6","66.2"
"Annual Average 2011","UHF 42","306","4","Chelsea - Clinton","47.9","30.1","62.2"
"Annual Average 2011","UHF 42","307","4","Gramercy Park - Murray Hill","52.4","39.9","63.0"
"Annual Average 2011","UHF 42","308","4","Greenwich Village - SoHo","48.7","35.6","59.6"
"Annual Average 2011","UHF 42","309","4","Union Square - Lower East Side","41.2","26.2","55.7"
"Annual Average 2011","UHF 42","310","4","Lower Manhattan","36.5","30.7","42.1"
"Annual Average 2011","UHF 42","401","4","Long Island City - Astoria","26.1","22.0","30.4"
"Annual Average 2011","UHF 42","402","4","West Queens","25.3","21.4","29.8"
"Annual Average 2011","UHF 42","403","4","Flushing - Clearview","22.9","19.8","27.6"
"Annual Average 2011","UHF 42","404","4","Bayside - Little Neck","23.5","20.3","27.9"
"Annual Average 2011","UHF 42","405","4","Ridgewood - Forest Hills","24.8","20.6","30.0"
"Annual Average 2011","UHF 42","406","4","Fresh Meadows","24.0","20.9","27.3"
"Annual Average 2011","UHF 42","407","4","Southwest Queens","23.5","20.8","26.9"
"Annual Average 2011","UHF 42","408","4","Jamaica","23.8","21.5","27.1"
"Annual Average 2011","UHF 42","409","4","Southeast Queens","22.4","21.1","24.1"
"Annual Average 2011","UHF 42","410","4","Rockaways","20.4","17.6","22.0"
"Annual Average 2011","UHF 42","501","4","Port Richmond","16.0","13.8","17.9"
"Annual Average 2011","UHF 42","502","4","Stapleton - St. George","17.6","14.9","20.7"
"Annual Average 2011","UHF 42","503","4","Willowbrook","15.1","12.3","19.1"
"Annual Average 2011","UHF 42","504","4","South Beach - Tottenville","12.9","10.7","15.2"
"Annual Average 2010","UHF 42","101","4","Kingsbridge - Riverdale","19.8","15.0","27.4"
"Annual Average 2010","UHF 42","102","4","Northeast Bronx","19.3","16.1","23.9"
"Annual Average 2010","UHF 42","103","4","Fordham - Bronx Pk","23.2","17.3","29.5"
"Annual Average 2010","UHF 42","104","4","Pelham - Throgs Neck","21.0","16.2","27.1"
"Annual Average 2010","UHF 42","105","4","Crotona -Tremont","26.3","21.4","31.3"
"Annual Average 2010","UHF 42","106","4","High Bridge - Morrisania","26.4","22.4","30.5"
"Annual Average 2010","UHF 42","107","4","Hunts Point - Mott Haven","22.2","16.4","28.0"
"Annual Average 2010","UHF 42","201","4","Greenpoint","24.8","20.0","30.3"
"Annual Average 2010","UHF 42","202","4","Downtown - Heights - Slope","25.2","18.6","32.1"
"Annual Average 2010","UHF 42","203","4","Bedford Stuyvesant - Crown Heights","23.5","20.6","26.6"
"Annual Average 2010","UHF 42","204","4","East New York","22.2","18.8","26.2"
"Annual Average 2010","UHF 42","205","4","Sunset Park","20.9","15.8","26.9"
"Annual Average 2010","UHF 42","206","4","Borough Park","20.4","18.0","23.0"
"Annual Average 2010","UHF 42","207","4","East Flatbush - Flatbush","22.8","18.6","27.1"
"Annual Average 2010","UHF 42","208","4","Canarsie - Flatlands","18.7","16.5","21.3"
"Annual Average 2010","UHF 42","209","4","Bensonhurst - Bay Ridge","18.5","15.2","22.5"
"Annual Average 2010","UHF 42","210","4","Coney Island - Sheepshead Bay","17.9","15.2","20.9"
"Annual Average 2010","UHF 42","211","4","Williamsburg - Bushwick","23.4","21.2","25.9"
"Annual Average 2010","UHF 42","301","4","Washington Heights","27.8","20.2","34.9"
"Annual Average 2010","UHF 42","302","4","Central Harlem - Morningside Heights","28.0","24.8","30.7"
"Annual Average 2010","UHF 42","303","4","East Harlem","29.1","23.9","34.4"
"Annual Average 2010","UHF 42","304","4","Upper West Side","40.4","30.5","51.8"
"Annual Average 2010","UHF 42","305","4","Upper East Side","46.0","25.0","61.2"
"Annual Average 2010","UHF 42","306","4","Chelsea - Clinton","44.1","27.2","58.0"
"Annual Average 2010","UHF 42","307","4","Gramercy Park - Murray Hill","48.8","36.7","58.8"
"Annual Average 2010","UHF 42","308","4","Greenwich Village - SoHo","44.5","32.3","54.2"
"Annual Average 2010","UHF 42","309","4","Union Square - Lower East Side","37.5","23.6","51.1"
"Annual Average 2010","UHF 42","310","4","Lower Manhattan","33.5","27.9","39.0"
"Annual Average 2010","UHF 42","401","4","Long Island City - Astoria","23.3","19.3","27.2"
"Annual Average 2010","UHF 42","402","4","West Queens","22.7","18.9","27.1"
"Annual Average 2010","UHF 42","403","4","Flushing - Clearview","20.3","17.1","24.9"
"Annual Average 2010","UHF 42","404","4","Bayside - Little Neck","20.8","17.5","25.2"
"Annual Average 2010","UHF 42","405","4","Ridgewood - Forest Hills","22.4","18.5","27.5"
"Annual Average 2010","UHF 42","406","4","Fresh Meadows","21.5","18.4","24.7"
"Annual Average 2010","UHF 42","407","4","Southwest Queens","21.3","18.8","24.7"
"Annual Average 2010","UHF 42","408","4","Jamaica","21.4","19.2","24.8"
"Annual Average 2010","UHF 42","409","4","Southeast Queens","19.8","18.6","21.6"
"Annual Average 2010","UHF 42","410","4","Rockaways","18.1","15.3","19.7"
"Annual Average 2010","UHF 42","501","4","Port Richmond","13.5","11.5","15.3"
"Annual Average 2010","UHF 42","502","4","Stapleton - St. George","14.9","12.3","17.9"
"Annual Average 2010","UHF 42","503","4","Willowbrook","12.8","10.3","16.8"
"Annual Average 2010","UHF 42","504","4","South Beach - Tottenville","11.4","9.6","13.2"
"Annual Average 2009","UHF 42","101","4","Kingsbridge - Riverdale","24.5","19.7","32.2"
"Annual Average 2009","UHF 42","102","4","Northeast Bronx","23.3","20.1","27.7"
"Annual Average 2009","UHF 42","103","4","Fordham - Bronx Pk","28.0","21.6","34.7"
"Annual Average 2009","UHF 42","104","4","Pelham - Throgs Neck","24.4","19.4","30.8"
"Annual Average 2009","UHF 42","105","4","Crotona -Tremont","30.9","25.7","36.3"
"Annual Average 2009","UHF 42","106","4","High Bridge - Morrisania","30.9","26.7","35.5"
"Annual Average 2009","UHF 42","107","4","Hunts Point - Mott Haven","26.1","19.5","32.3"
"Annual Average 2009","UHF 42","201","4","Greenpoint","28.0","22.9","33.6"
"Annual Average 2009","UHF 42","202","4","Downtown - Heights - Slope","28.0","21.1","35.4"
"Annual Average 2009","UHF 42","203","4","Bedford Stuyvesant - Crown Heights","26.1","22.8","29.6"
"Annual Average 2009","UHF 42","204","4","East New York","24.2","20.7","28.1"
"Annual Average 2009","UHF 42","205","4","Sunset Park","23.0","17.7","29.3"
"Annual Average 2009","UHF 42","206","4","Borough Park","22.0","19.4","24.9"
"Annual Average 2009","UHF 42","207","4","East Flatbush - Flatbush","24.7","20.0","29.6"
"Annual Average 2009","UHF 42","208","4","Canarsie - Flatlands","19.8","17.2","22.6"
"Annual Average 2009","UHF 42","209","4","Bensonhurst - Bay Ridge","19.9","16.4","24.3"
"Annual Average 2009","UHF 42","210","4","Coney Island - Sheepshead Bay","18.6","15.7","21.9"
"Annual Average 2009","UHF 42","211","4","Williamsburg - Bushwick","26.4","23.9","29.5"
"Annual Average 2009","UHF 42","301","4","Washington Heights","32.9","24.9","40.6"
"Annual Average 2009","UHF 42","302","4","Central Harlem - Morningside Heights","33.0","29.4","36.4"
"Annual Average 2009","UHF 42","303","4","East Harlem","33.6","27.9","39.0"
"Annual Average 2009","UHF 42","304","4","Upper West Side","46.0","35.1","58.7"
"Annual Average 2009","UHF 42","305","4","Upper East Side","51.8","28.0","69.0"
"Annual Average 2009","UHF 42","306","4","Chelsea - Clinton","49.5","31.0","64.3"
"Annual Average 2009","UHF 42","307","4","Gramercy Park - Murray Hill","53.7","40.8","64.8"
"Annual Average 2009","UHF 42","308","4","Greenwich Village - SoHo","50.5","36.6","62.2"
"Annual Average 2009","UHF 42","309","4","Union Square - Lower East Side","42.5","26.7","57.7"
"Annual Average 2009","UHF 42","310","4","Lower Manhattan","37.0","31.2","42.8"
"Annual Average 2009","UHF 42","401","4","Long Island City - Astoria","26.8","22.5","31.3"
"Annual Average 2009","UHF 42","402","4","West Queens","25.6","21.6","30.3"
"Annual Average 2009","UHF 42","403","4","Flushing - Clearview","22.9","19.8","27.7"
"Annual Average 2009","UHF 42","404","4","Bayside - Little Neck","22.9","19.7","27.3"
"Annual Average 2009","UHF 42","405","4","Ridgewood - Forest Hills","25.0","20.7","30.4"
"Annual Average 2009","UHF 42","406","4","Fresh Meadows","23.7","20.6","27.0"
"Annual Average 2009","UHF 42","407","4","Southwest Queens","23.2","20.3","26.8"
"Annual Average 2009","UHF 42","408","4","Jamaica","23.2","20.8","26.7"
"Annual Average 2009","UHF 42","409","4","Southeast Queens","21.3","19.8","23.1"
"Annual Average 2009","UHF 42","410","4","Rockaways","18.3","15.2","19.9"
"Annual Average 2009","UHF 42","501","4","Port Richmond","15.9","14.0","17.7"
"Annual Average 2009","UHF 42","502","4","Stapleton - St. George","16.5","13.7","19.6"
"Annual Average 2009","UHF 42","503","4","Willowbrook","14.9","12.6","18.9"
"Annual Average 2009","UHF 42","504","4","South Beach - Tottenville","13.1","11.6","14.8"
